id,url,name,since,about,response_time,response_rate,acceptance_rate,is_superhost,thumbnail_url,picture_url,neighbourhood,listings_count,total_listings_count,verifications,has_profile_pic,identity_verified,calculated_host_listings_count,city,state,country
50552792,https://www.airbnb.com/users/show/50552792,McKenzie,2015-12-04,"",N/A,,N/A,f,https://a2.muscache.com/im/pictures/86d90ea1-f522-4abc-922f-e5d3740242db.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/86d90ea1-f522-4abc-922f-e5d3740242db.jpg?aki_policy=profile_x_medium,Richmond,1,1,['phone'],t,f,1,"","",US
96332232,https://www.airbnb.com/users/show/96332232,Robin,2016-09-22,"",N/A,,N/A,f,https://a2.muscache.com/im/pictures/7c3ec26d-520c-4b02-b96f-7cc7b4d0dfaf.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/7c3ec26d-520c-4b02-b96f-7cc7b4d0dfaf.jpg?aki_policy=profile_x_medium,Rose City Park,1,1,"['email', 'phone']",t,f,1,"","",US
65759732,https://www.airbnb.com/users/show/65759732,Millard,2016-04-04,"",N/A,,N/A,f,https://a2.muscache.com/im/pictures/b11782ef-49d3-4569-a270-eb2d9dcae276.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/b11782ef-49d3-4569-a270-eb2d9dcae276.jpg?aki_policy=profile_x_medium,Kerns,1,1,"['email', 'phone', 'kba']",t,f,1,"","",US
70067002,https://www.airbnb.com/users/show/70067002,Karen,2016-05-02,"",within a day,100,N/A,f,https://a2.muscache.com/im/pictures/3707d15c-53db-44c3-9854-a358b129a65e.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/3707d15c-53db-44c3-9854-a358b129a65e.jpg?aki_policy=profile_x_medium,Alameda,1,1,"['email', 'phone', 'reviews']",t,f,1,,,
87634591,https://www.airbnb.com/users/show/87634591,Summer,2016-08-03,"",within an hour,90,N/A,f,https://a2.muscache.com/im/pictures/7fd5197b-a8fc-4718-882f-89ca5c118e00.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/7fd5197b-a8fc-4718-882f-89ca5c118e00.jpg?aki_policy=profile_x_medium,Brooklyn,1,1,"['phone', 'facebook', 'reviews']",t,f,1,,,
293615,https://www.airbnb.com/users/show/293615,Kevin,2010-11-21,"",within an hour,100,N/A,f,https://a1.muscache.com/im/users/293615/profile_pic/1393659916/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/293615/profile_pic/1393659916/original.jpg?aki_policy=profile_x_medium,Richmond,1,1,"['email', 'phone', 'reviews']",t,f,1,Portland, Oregon, United States
37590778,https://www.airbnb.com/users/show/37590778,Beth,2015-07-05,"",N/A,,N/A,f,https://a2.muscache.com/im/pictures/e038418d-a4eb-42b5-9e24-fb3a54b20906.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/e038418d-a4eb-42b5-9e24-fb3a54b20906.jpg?aki_policy=profile_x_medium,Sunnyside,1,1,"['email', 'phone']",t,f,1,Portland, Oregon, United States
21338609,https://www.airbnb.com/users/show/21338609,Raj,2014-09-14,"",within a few hours,100,N/A,f,https://a1.muscache.com/im/users/21338609/profile_pic/1438927630/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/21338609/profile_pic/1438927630/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews']",t,f,2,Portland, Oregon, United States
13162114,https://www.airbnb.com/users/show/13162114,Jesse,2014-03-15,"",within a few hours,100,N/A,f,https://a2.muscache.com/im/users/13162114/profile_pic/1413315911/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/13162114/profile_pic/1413315911/original.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
6532290,https://www.airbnb.com/users/show/6532290,Elaine,2013-05-22,"",within a few hours,100,N/A,t,https://a2.muscache.com/im/pictures/6275663d-bb4b-4817-8528-f4853edc34c8.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/6275663d-bb4b-4817-8528-f4853edc34c8.jpg?aki_policy=profile_x_medium,Sabin,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,2,Portland, Oregon, United States
1602024,https://www.airbnb.com/users/show/1602024,Oliver,2012-01-13,Hi!! I'm Oliver. My wife and I are both teachers. I teach piano and my wife teaches Spanish. We enjoy traveling in the summer as my family is from Germany and hers is from Costa Rica. We love staying in unique properties. We are looking forward to sharing our experiences from our travels and offering a welcoming vacation rental. We look forward to hosting you!!,within an hour,100,N/A,t,https://a0.muscache.com/im/users/1602024/profile_pic/1419043260/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1602024/profile_pic/1419043260/original.jpg?aki_policy=profile_x_medium,Boise-Eliot,3,3,"['email', 'phone', 'reviews', 'jumio']",t,t,3,Portland, Oregon, United States
9950496,https://www.airbnb.com/users/show/9950496,Caroline,2013-11-11,"",N/A,,N/A,f,https://a1.muscache.com/im/users/9950496/profile_pic/1384214183/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/9950496/profile_pic/1384214183/original.jpg?aki_policy=profile_x_medium,Overlook,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
1731137,https://www.airbnb.com/users/show/1731137,Stephanie,2012-02-10,Great space! I am reliable and trustworthy.,within a day,92,N/A,f,https://a2.muscache.com/im/users/1731137/profile_pic/1328896199/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/1731137/profile_pic/1328896199/original.jpg?aki_policy=profile_x_medium,Laurelhurst,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
27950887,https://www.airbnb.com/users/show/27950887,Jonn,2015-02-18,"I'm laid back, relaxed. I like things clean and tidy but I'm not a neat freak. You'll find me singing and hosting karaoke, working with power tools in my garage, or running and cycling in the great outdoors.",within an hour,100,N/A,t,https://a2.muscache.com/im/users/27950887/profile_pic/1424808438/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/27950887/profile_pic/1424808438/original.jpg?aki_policy=profile_x_medium,Richmond,6,6,"['email', 'phone', 'reviews', 'kba']",t,t,1,Austin, Texas, United States
190651,https://www.airbnb.com/users/show/190651,Shannon,2010-08-03,"I'm a Sinologist and Five Element Acupuncturist in private practice in Portland Oregon, and am married to Brian, who does consulting for local coffee and beer companies. We have a gorgeous son, Kieran, born in October of 2011. We are avid travelers, and love to meet new people. 

Brian is a coffee snob, and loves cooking and wine tasting.  Kieran is obsessed with trains and enjoys music, books, swimming, and eating.

My favorite travel destination is China, and Thailand is a close second. Brian prefers Bali, and would love to eat his way through Italy and France. 

",within an hour,100,N/A,t,https://a1.muscache.com/im/users/190651/profile_pic/1443225148/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/190651/profile_pic/1443225148/original.jpg?aki_policy=profile_x_medium,Woodstock,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,2,Portland, Oregon, United States
51668965,https://www.airbnb.com/users/show/51668965,Jackie,2015-12-18,"Lover of food, swimming, Pilates, travel, and wine!",within a few hours,100,N/A,f,https://a2.muscache.com/im/pictures/3cff25e1-c814-4b3a-afc6-d663080d086a.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/3cff25e1-c814-4b3a-afc6-d663080d086a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,1,United States,"",""
24370022,https://www.airbnb.com/users/show/24370022,Stacy,2014-12-01,"",within an hour,100,N/A,f,https://a0.muscache.com/im/users/24370022/profile_pic/1417463079/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/24370022/profile_pic/1417463079/original.jpg?aki_policy=profile_x_medium,Rose City Park,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
11212704,https://www.airbnb.com/users/show/11212704,Richard,2014-01-11,"I am self employed and run my own business.  I love to bike.  I love yoga, though I don't practice as often as I would like.

I'm pretty much an open book.  You can see various aspects of my life on the following websites.

(URL HIDDEN)  - my web hosting and design business
(URL HIDDEN) - where I sometimes write stuff
(URL HIDDEN) - where I sometimes write about my biking adventures
",within an hour,100,N/A,t,https://a1.muscache.com/im/users/11212704/profile_pic/1389485388/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/11212704/profile_pic/1389485388/original.jpg?aki_policy=profile_x_medium,Sellwood-Moreland,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
19990027,https://www.airbnb.com/users/show/19990027,Erin,2014-08-13,Graphic Designer,within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/26eb233f-b8d2-4ae2-8036-830a2ca4e111.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/26eb233f-b8d2-4ae2-8036-830a2ca4e111.jpg?aki_policy=profile_x_medium,Sabin,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,1,Portland, Oregon, United States
33300428,https://www.airbnb.com/users/show/33300428,Stephanie,2015-05-13,"",within a day,100,N/A,f,https://a1.muscache.com/im/users/33300428/profile_pic/1442007051/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/33300428/profile_pic/1442007051/original.jpg?aki_policy=profile_x_medium,Laurelhurst,1,1,"['email', 'phone', 'reviews']",t,f,1,Chengdu, Sichuan, China
5161731,https://www.airbnb.com/users/show/5161731,Deborah & Ludger,2013-02-20,"We love the urban life, and we adore the Northwest's natural beauty. We love to hike, kayak, get to the coast and garden.

Ludger's an engineer, computer consultant and craftsman who makes old houses work better (and can fix just about anything!), and Deborah's a writer, poet and taught college English for a long time. We both work from home but love travel. We met on the way to Khajuraho, India (where you'll find the largest group of Medieval Hindu and Jain temples--famous for their erotic sculptures!) The bus broke down, and there we  sat--two travelers dazed as the locals and their chickens and bags of rice departed.

We enjoy sharing our northeast Portland home, and respect your privacy. With a private entrance to come and go as you please, you can simply enjoy your time alone, or join us on the front porch. We are happy to tell you about our favorite haunts and hikes, answer any questions, or leave you to your romantic getaway. When our garden thrives, we'll share some produce.
",within an hour,100,N/A,t,https://a0.muscache.com/im/users/5161731/profile_pic/1392569378/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5161731/profile_pic/1392569378/original.jpg?aki_policy=profile_x_medium,Boise-Eliot,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
42716497,https://www.airbnb.com/users/show/42716497,Nyla,2015-08-27,"",within an hour,100,N/A,f,https://a1.muscache.com/im/users/42716497/profile_pic/1440877024/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/42716497/profile_pic/1440877024/original.jpg?aki_policy=profile_x_medium,Kerns,1,1,"['email', 'phone', 'reviews']",t,f,1,Portland, Oregon, United States
20722713,https://www.airbnb.com/users/show/20722713,Morgan,2014-08-30,"",within an hour,100,N/A,t,https://a0.muscache.com/im/users/20722713/profile_pic/1410733108/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20722713/profile_pic/1410733108/original.jpg?aki_policy=profile_x_medium,Beaumont-Wilshire,1,1,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,1,Portland, Oregon, United States
25058725,https://www.airbnb.com/users/show/25058725,Lili,2014-12-21,"",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/7006c9af-949c-4fc3-bfcd-d6edc8119a11.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/7006c9af-949c-4fc3-bfcd-d6edc8119a11.jpg?aki_policy=profile_x_medium,Mt. Tabor,1,1,"['email', 'phone', 'reviews']",t,f,1,Portland, Oregon, United States
23662797,https://www.airbnb.com/users/show/23662797,Bradley,2014-11-12,"My name is Brad! I am young professional living in the pearl that just wants to make additional income off my spare bedroom that I hardly ever use! I can give you great recommendations while you visit or If you'd like, I can leave you all to yourself. I will do anything to help make your stay more enjoyable. Let me know if you would like anything in particular stocked in the fridge or pantry. I am Wisconsin born, California raised and Pennsylvania educated. ",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/2b1dca90-d601-4dac-9b68-14a80c16cea0.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/2b1dca90-d601-4dac-9b68-14a80c16cea0.jpg?aki_policy=profile_x_medium,Pearl,2,2,"['email', 'phone', 'facebook', 'amex', 'reviews', 'jumio']",t,t,1,Portland, Oregon, United States
11187732,https://www.airbnb.com/users/show/11187732,Rayney,2014-01-10,"",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/0b746818-48bf-47ca-afac-3aabc9c7ab02.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/0b746818-48bf-47ca-afac-3aabc9c7ab02.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
15091021,https://www.airbnb.com/users/show/15091021,Mary,2014-05-04,"",within an hour,100,N/A,t,https://a0.muscache.com/im/users/15091021/profile_pic/1430683463/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/15091021/profile_pic/1430683463/original.jpg?aki_policy=profile_x_medium,N. Tabor,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
62271284,https://www.airbnb.com/users/show/62271284,Rimma,2016-03-09,"",within a few hours,100,N/A,f,https://a2.muscache.com/im/pictures/fbf5152c-9384-4b42-82f2-c29ce8e937da.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/fbf5152c-9384-4b42-82f2-c29ce8e937da.jpg?aki_policy=profile_x_medium,Alameda,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
46111345,https://www.airbnb.com/users/show/46111345,Michael,2015-10-08,"",within an hour,100,N/A,t,https://a2.muscache.com/im/pictures/b7fcc100-5bfc-4e7a-8de6-e5bddc2009ae.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/b7fcc100-5bfc-4e7a-8de6-e5bddc2009ae.jpg?aki_policy=profile_x_medium,Woodlawn,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
28466047,https://www.airbnb.com/users/show/28466047,Craig,2015-02-27,"Hi. I am a professional, hardworking, person who is full of life. I always see the glass as half full. I've resided in this home for 25 years and grew up in this glorious neighborhood. I have many friends and family who live nearby. I have a natural ability to be a great host and find it easy to help make others lives more pleasant. I hope you and your friends/family enjoy your stay. You can always call me if you have any questions at (PHONE NUMBER HIDDEN).
Thank you,
Craig",within an hour,100,N/A,f,https://a1.muscache.com/im/users/28466047/profile_pic/1432063710/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/28466047/profile_pic/1432063710/original.jpg?aki_policy=profile_x_medium,Woodstock,1,1,"['email', 'phone', 'reviews']",t,f,1,Portland, Oregon, United States
1638505,https://www.airbnb.com/users/show/1638505,Nancy & Randy,2012-01-22,"",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/d38ecd5b-078f-413e-8bfd-f8a00ec66455.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/d38ecd5b-078f-413e-8bfd-f8a00ec66455.jpg?aki_policy=profile_x_medium,Hosford-Abernethy,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
192358,https://www.airbnb.com/users/show/192358,Ben,2010-08-05,"",within an hour,100,N/A,f,https://a1.muscache.com/im/users/192358/profile_pic/1401001231/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/192358/profile_pic/1401001231/original.jpg?aki_policy=profile_x_medium,South Portland,1,1,"['email', 'phone', 'reviews']",t,f,1,Portland, Oregon, United States
7029321,https://www.airbnb.com/users/show/7029321,Foad,2013-06-21,I've been living in Portland for over 7 years now. After living in Bay Area and the east coast we found ourselves here and think of it as home now. I work as a web developer for a tech company. I am a foodie and have been enjoying all the food and drinks that Portland has to offer.,within an hour,100,N/A,f,https://a2.muscache.com/im/users/7029321/profile_pic/1396996635/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/7029321/profile_pic/1396996635/original.jpg?aki_policy=profile_x_medium,South Portland,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,2,Portland, Oregon, United States
4422077,https://www.airbnb.com/users/show/4422077,Robert,2012-12-16,"Portland, Or. We tend to plan trips around surfing and skiing.",within a day,100,N/A,f,https://a2.muscache.com/im/pictures/54a7e5b1-267a-4063-b120-c05d51c79a92.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/54a7e5b1-267a-4063-b120-c05d51c79a92.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
64243464,https://www.airbnb.com/users/show/64243464,Aaron And Taya,2016-03-23,"We are a couple of Portlanders who love the Pacific Northwest.  We love to travel, camp, garden, and cook or just hang out at home with our dog, cats, and chickens.  We own the jewelry companies Tasi Designs and Stowaway Shop.  Thanks for checking out our place!
-- Aaron and Taya",within a few hours,100,N/A,t,https://a2.muscache.com/im/pictures/7ade68b8-c11b-49ae-a9ea-23edc8460cd4.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/7ade68b8-c11b-49ae-a9ea-23edc8460cd4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews']",t,f,1,Portland, Oregon, United States
45761665,https://www.airbnb.com/users/show/45761665,Holly,2015-10-04,"My life motto is to inspire creativity, healing and a conscious connection to nature. I moved to Portland from the Philadelphia area in 2004. I love animals, plants, traveling, collecting rocks, making ceramics, and spa days. Oh, and I love to laugh. 
",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/33325e64-6a62-4414-8f61-7357d9b333a7.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/33325e64-6a62-4414-8f61-7357d9b333a7.jpg?aki_policy=profile_x_medium,Cully,1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
5259890,https://www.airbnb.com/users/show/5259890,Janet,2013-02-28,"From Portland, Ore. ",within an hour,100,N/A,t,https://a1.muscache.com/im/users/5259890/profile_pic/1442847182/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/5259890/profile_pic/1442847182/original.jpg?aki_policy=profile_x_medium,Mt. Tabor,2,2,"['email', 'phone', 'reviews']",t,f,2,Portland, Oregon, United States
9263593,https://www.airbnb.com/users/show/9263593,Shalei,2013-10-06,"My job in the skies keeps me away from my adorable and cozy apartment half the month, so glad I can share the space while I am away! ",within a day,90,N/A,f,https://a0.muscache.com/im/users/9263593/profile_pic/1412701993/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9263593/profile_pic/1412701993/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
3135730,https://www.airbnb.com/users/show/3135730,Amber&Justin,2012-08-02,"Amber Jane and Justin believe that life should be filled with fun, good food, art and a bit of adventure. They find pleasure in their community, family and friend's as well as working in the garden, canning, cooking and eating. Fueled by a love of creating arts and crafts, they also enjoy improving their property. When they are not at home making things, Amber Jane and Justin love exploring the outdoors, as well as the happenings in and around Portland, where they have been residents since 1996. They have watched in wonder as their city has grown and blossomed into a dynamic destination filled with hidden treasures, always offering new and unique surprises to discover.

Together, Amber Jane and Justin run Little hen & HARE, an urban micro-farm just five miles from downtown Portland. On their quarter acre property they tend an organic garden and small fruit orchard which stretches to meet the edge of a chicken run where 5 to 10 chickens cluck about. They also raise Flemish Giant and New Zealand Red rabbits, all while chasing after their pre-schooler and running two successful businesses. 

Justin is an old-school sign guy who does hand lettering, gilding, carved signs, and wall jobs. Ever heard of a ""Wall Dog"", well come meet one. His business, Riede Signs, is in the shop out back. Amber Jane has been a designer for her own women's clothing line, Dress Up Alice, since 2005. Now she is a wellness coach and essential oil educator using doTerra Essential Oils. She has been trained in the Aromatouch Technique. Ask her more or schedule a FREE treatment. Monthly classes are always happening, guest are welcome (ask for schedule). They have an adorable daughter born at home, early in the morning in July 2011. 

Amber Jane and Justin love to travel and have used Airbnb on almost every trip since 2011. They had heard about Airbnb, the experience, meeting new people, seeing into the lives of neighborhoods far and wide. They have found fast friends, unique houses, beautiful decor, perfect locations and great prices. A Home away from Home. This is the experience they have had and now they hope to give the same experience to you.


Enjoy the journey, relish in the destination!",within a day,71,N/A,f,https://a2.muscache.com/im/users/3135730/profile_pic/1403295316/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/3135730/profile_pic/1403295316/original.jpg?aki_policy=profile_x_medium,Foster-Powell,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
15622775,https://www.airbnb.com/users/show/15622775,Missy,2014-05-17,"I am a native Portlander but lived in France for a bit. I was on a student's budget, so I spent my free time lounging in parks, people watching, eating and getting lost on purpose. This is still my favorite way to travel. I love living in a small vintage apartment in the city. It's so nice being close to everything, but coming home to a tranquil, beautiful space. ",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/d01661fe-5633-409f-a5e7-5ede8e69537f.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/d01661fe-5633-409f-a5e7-5ede8e69537f.jpg?aki_policy=profile_x_medium,Northwest District,5,5,"['email', 'phone', 'reviews', 'kba']",t,t,4,Portland, Oregon, United States
6963346,https://www.airbnb.com/users/show/6963346,Vicki,2013-06-17,"Motto: ""Keep Portland Weird,"" which for me means eclectic, creative and not too conventional.
Favorite cities: Portland, OR, San Francisco,CA; Florence, Italy; Paris, France
Hobbies: gardening, art, writing, reading
Movies: foreign, drama, documentaries
Musicians: Bob Dylan, Leonard Cohen, Judy Collins, Mississippi John Hurt, The Beatles

My partner Woody also lives here. He's a retired chiropractor who now works part time at Home Depot.",within a day,80,N/A,f,https://a2.muscache.com/im/users/6963346/profile_pic/1371507217/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/6963346/profile_pic/1371507217/original.jpg?aki_policy=profile_x_medium,Sunnyside,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,2,Portland, Oregon, United States
6544470,https://www.airbnb.com/users/show/6544470,Amy,2013-05-23,"",within a day,100,N/A,f,https://a1.muscache.com/im/users/6544470/profile_pic/1443980711/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/6544470/profile_pic/1443980711/original.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['phone', 'reviews']",t,f,1,Portland, Oregon, United States
18841055,https://www.airbnb.com/users/show/18841055,Emma,2014-07-24,I have previously worked in property management and have managed another home in Portland,within a few hours,100,N/A,f,https://a2.muscache.com/im/pictures/7760a16d-1076-4bdf-b64e-385c78f39a3f.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/7760a16d-1076-4bdf-b64e-385c78f39a3f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,Portland, Oregon, United States
23008644,https://www.airbnb.com/users/show/23008644,Daniel,2014-10-26,"",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/75d98e5b-77e7-487f-96a0-cd86cc630d4b.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/75d98e5b-77e7-487f-96a0-cd86cc630d4b.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
